pokemon,move
Diggersby,Dig
Diggersby,Double-Edge
Diggersby,Earthquake
Diggersby,Fire Punch
Diggersby,Giga Impact
Diggersby,Hyper Beam
Diggersby,Ice Punch
Diggersby,Iron Head
Diggersby,Mud Shot
Diggersby,Mud Slap
Diggersby,Quick Attack
Diggersby,Rock Slide
Diggersby,Rollout
Diggersby,Stone Edge
Diggersby,Tackle
Diggersby,Thunder Punch
Fletchling,Aerial Ace
Fletchling,Air Cutter
Fletchling,Air Slash
Fletchling,Brave Bird
Fletchling,Ember
Fletchling,Peck
Fletchling,Quick Attack
Fletchling,Swift
Fletchling,Tackle
Fletchling,Wing Attack
Fletchinder,Aerial Ace
Fletchinder,Air Cutter
Fletchinder,Air Slash
Fletchinder,Brave Bird
Fletchinder,Ember
Fletchinder,Fire Blast
Fletchinder,Flamethrower
Fletchinder,Heat Wave
Fletchinder,Peck
Fletchinder,Quick Attack
Fletchinder,Tackle
Fletchinder,Wing Attack
Talonflame,Aerial Ace
Talonflame,Air Cutter
Talonflame,Air Slash
Talonflame,Brave Bird
Talonflame,Ember
Talonflame,Fire Blast
Talonflame,Fire Punch
Talonflame,Flamethrower
Talonflame,Flare Blitz
Talonflame,Giga Impact
Talonflame,Heat Wave
Talonflame,Hurricane
Talonflame,Hyper Beam
Talonflame,Peck
Talonflame,Quick Attack
Talonflame,Tackle
Talonflame,Wing Attack
Flabebe,Dazzling Gleam
Flabebe,Disarming Voice
Flabebe,Draining Kiss
Flabebe,Fairy Wind
Flabebe,Moonblast
Flabebe,Razor Leaf
Flabebe,Solar Beam
Flabebe,Tackle
Flabebe,Vine Whip
Floette,Dazzling Gleam
Floette,Disarming Voice
Floette,Draining Kiss
Floette,Fairy Wind
Floette,Moonblast
Floette,Razor Leaf
Floette,Solar Beam
Floette,Tackle
Floette,Vine Whip
Florges,Dazzling Gleam
Florges,Disarming Voice
Florges,Draining Kiss
Florges,Energy Ball
Florges,Fairy Wind
Florges,Giga Impact
Florges,Hyper Beam
Florges,Moonblast
Florges,Psychic
Florges,Razor Leaf
Florges,Solar Beam
Florges,Tackle
Florges,Vine Whip
Pancham,Brick Break
Pancham,Bulldoze
Pancham,Bullet Punch
Pancham,Crunch
Pancham,Dark Pulse
Pancham,Earthquake
Pancham,Fire Punch
Pancham,Focus Blast
Pancham,Ice Punch
Pancham,Karate Chop
Pancham,Knock Off
Pancham,Low Kick
Pancham,Rock Slide
Pancham,Rock Tomb
Pancham,Snarl
Pancham,Stone Edge
Pancham,Tackle
Pancham,Thunder Punch
Pangoro,Brick Break
Pangoro,Bulldoze
Pangoro,Bullet Punch
Pangoro,Close Combat
Pangoro,Crunch
Pangoro,Dark Pulse
Pangoro,Earthquake
Pangoro,Fire Punch
Pangoro,Focus Blast
Pangoro,Giga Impact
Pangoro,Hyper Beam
Pangoro,Ice Punch
Pangoro,Karate Chop
Pangoro,Knock Off
Pangoro,Low Kick
Pangoro,Rock Slide
Pangoro,Rock Tomb
Pangoro,Snarl
Pangoro,Stone Edge
Pangoro,Tackle
Pangoro,Thunder Punch
Tyrunt,Ancient Power
Tyrunt,Bite
Tyrunt,Bulldoze
Tyrunt,Crunch
Tyrunt,Dragon Breath
Tyrunt,Dragon Claw
Tyrunt,Dragon Pulse
Tyrunt,Dragon Tail
Tyrunt,Earthquake
Tyrunt,Fire Fang
Tyrunt,Head Smash
Tyrunt,Hyper Beam
Tyrunt,Iron Head
Tyrunt,Iron Tail
Tyrunt,Outrage
Tyrunt,Rock Slide
Tyrunt,Rock Tomb
Tyrunt,Stone Edge
Tyrunt,Tackle
Tyrunt,Zen Headbutt
Tyrantrum,Aerial Ace
Tyrantrum,Ancient Power
Tyrantrum,Aqua Tail
Tyrantrum,Bite
Tyrantrum,Brick Break
Tyrantrum,Bulldoze
Tyrantrum,Crunch
Tyrantrum,Dragon Breath
Tyrantrum,Dragon Claw
Tyrantrum,Dragon Pulse
Tyrantrum,Dragon Tail
Tyrantrum,Earthquake
Tyrantrum,Fire Blast
Tyrantrum,Fire Fang
Tyrantrum,Flamethrower
Tyrantrum,Giga Impact
Tyrantrum,Head Smash
Tyrantrum,Hyper Beam
Tyrantrum,Iron Head
Tyrantrum,Iron Tail
Tyrantrum,Outrage
Tyrantrum,Rock Slide
Tyrantrum,Rock Tomb
Tyrantrum,Stone Edge
Tyrantrum,Tackle
Tyrantrum,Zen Headbutt
Sylveon,Bite
Sylveon,Dazzling Gleam
Sylveon,Disarming Voice
Sylveon,Draining Kiss
Sylveon,Energy Ball
Sylveon,Fairy Wind
Sylveon,Giga Impact
Sylveon,Hyper Beam
Sylveon,Iron Tail
Sylveon,Moonblast
Sylveon,Psyshock
Sylveon,Quick Attack
Sylveon,Shadow Ball
Sylveon,Tackle
Goomy,Bubble Beam
Goomy,Bulldoze
Goomy,Draco Meteor
Goomy,Dragon Breath
Goomy,Dragon Pulse
Goomy,Dragon Tail
Goomy,Hydro Pump
Goomy,Ice Beam
Goomy,Iron Tail
Goomy,Outrage
Goomy,Sludge Bomb
Goomy,Sludge Wave
Goomy,Surf
Goomy,Tackle
Goomy,Thunder
Goomy,Thunderbolt
Goomy,Water Gun
Goomy,Waterfall
Sliggoo,Bubble Beam
Sliggoo,Bulldoze
Sliggoo,Draco Meteor
Sliggoo,Dragon Breath
Sliggoo,Dragon Pulse
Sliggoo,Dragon Tail
Sliggoo,Hydro Pump
Sliggoo,Ice Beam
Sliggoo,Iron Tail
Sliggoo,Outrage
Sliggoo,Sludge Bomb
Sliggoo,Sludge Wave
Sliggoo,Surf
Sliggoo,Tackle
Sliggoo,Thunder
Sliggoo,Thunderbolt
Sliggoo,Water Gun
Sliggoo,Waterfall
Goodra,Aqua Tail
Goodra,Bubble Beam
Goodra,Bulldoze
Goodra,Draco Meteor
Goodra,Dragon Breath
Goodra,Dragon Pulse
Goodra,Dragon Tail
Goodra,Earthquake
Goodra,Fire Blast
Goodra,Fire Punch
Goodra,Flamethrower
Goodra,Focus Blast
Goodra,Giga Impact
Goodra,Hydro Pump
Goodra,Hyper Beam
Goodra,Ice Beam
Goodra,Ice Punch
Goodra,Iron Tail
Goodra,Outrage
Goodra,Sludge Bomb
Goodra,Sludge Wave
Goodra,Surf
Goodra,Tackle
Goodra,Thunder
Goodra,Thunder Punch
Goodra,Thunderbolt
Goodra,Water Gun
Goodra,Waterfall
Klefki,Astonish
Klefki,Dazzling Gleam
Klefki,Draining Kiss
Klefki,Fairy Wind
Klefki,Flash Cannon
Klefki,Foul Play
Klefki,Mirror Shot
Klefki,Play Rough
Klefki,Tackle
Phantump,Astonish
Phantump,Dark Pulse
Phantump,Energy Ball
Phantump,Foul Play
Phantump,Giga Drain
Phantump,Hex
Phantump,Mega Drain
Phantump,Phantom Force
Phantump,Pursuit
Phantump,Razor Leaf
Phantump,Shadow Ball
Phantump,Shadow Claw
Phantump,Solar Beam
Phantump,Tackle
Phantump,Wood Hammer
Trevenant,Astonish
Trevenant,Dark Pulse
Trevenant,Earthquake
Trevenant,Energy Ball
Trevenant,Foul Play
Trevenant,Giga Drain
Trevenant,Giga Impact
Trevenant,Hex
Trevenant,Hyper Beam
Trevenant,Mega Drain
Trevenant,Phantom Force
Trevenant,Pursuit
Trevenant,Razor Leaf
Trevenant,Rock Slide
Trevenant,Rock Tomb
Trevenant,Shadow Ball
Trevenant,Shadow Claw
Trevenant,Solar Beam
Trevenant,Stone Edge
Trevenant,Tackle
Trevenant,Wood Hammer
Noibat,Air Cutter
Noibat,Air Slash
Noibat,Bite
Noibat,Draco Meteor
Noibat,Dragon Claw
Noibat,Dragon Pulse
Noibat,Dragon Tail
Noibat,Giga Drain
Noibat,Gust
Noibat,Hurricane
Noibat,Mega Drain
Noibat,Outrage
Noibat,Tackle
Noibat,Wing Attack
Noivern,Air Cutter
Noivern,Air Slash
Noivern,Bite
Noivern,Dark Pulse
Noivern,Draco Meteor
Noivern,Dragon Claw
Noivern,Dragon Pulse
Noivern,Dragon Tail
Noivern,Flamethrower
Noivern,Focus Blast
Noivern,Giga Impact
Noivern,Hurricane
Noivern,Hyper Beam
Noivern,Outrage
Noivern,Tackle
Noivern,Wing Attack
Xerneas,Crunch
Xerneas,Dazzling Gleam
Xerneas,Disarming Voice
Xerneas,Energy Ball
Xerneas,Focus Blast
Xerneas,Giga Impact
Xerneas,Hyper Beam
Xerneas,Megahorn
Xerneas,Moonblast
Xerneas,Outrage
Xerneas,Play Rough
Xerneas,Psychic
Xerneas,Psyshock
Xerneas,Rock Slide
Xerneas,Rock Tomb
Xerneas,Solar Beam
Xerneas,Stone Edge
Xerneas,Thunder
Xerneas,Thunderbolt
Xerneas,Wild Charge
Xerneas,Zen Headbutt
Yveltal,Air Slash
Yveltal,Bulldoze
Yveltal,Dark Pulse
Yveltal,Dragon Claw
Yveltal,Dragon Rush
Yveltal,Focus Blast
Yveltal,Foul Play
Yveltal,Giga Impact
Yveltal,Heat Wave
Yveltal,Hurricane
Yveltal,Hyper Beam
Yveltal,Knock Off
Yveltal,Phantom Force
Yveltal,Psychic
Yveltal,Shadow Ball
Yveltal,Snarl
Yveltal,Thunder
Yveltal,Thunderbolt
Yveltal,Wing Attack
Diancie,Ancient Power
Diancie,Bulldoze
Diancie,Dazzling Gleam
Diancie,Disarming Voice
Diancie,Earth Power
Diancie,Earthquake
Diancie,Flash Cannon
Diancie,Giga Impact
Diancie,Hyper Beam
Diancie,Moonblast
Diancie,Play Rough
Diancie,Power Gem
Diancie,Psychic
Diancie,Rock Slide
Diancie,Rock Throw
Diancie,Rock Tomb
Diancie,Solar Beam
Diancie,Stone Edge
Diancie,Tackle
Hoopa (Confined),Astonish
Hoopa (Confined),Confusion
Hoopa (Confined),Dark Pulse
Hoopa (Confined),Dazzling Gleam
Hoopa (Confined),Energy Ball
Hoopa (Confined),Fire Punch
Hoopa (Confined),Focus Blast
Hoopa (Confined),Foul Play
Hoopa (Confined),Future Sight
Hoopa (Confined),Giga Impact
Hoopa (Confined),Gunk Shot
Hoopa (Confined),Hyper Beam
Hoopa (Confined),Ice Punch
Hoopa (Confined),Knock Off
Hoopa (Confined),Phantom Force
Hoopa (Confined),Psybeam
Hoopa (Confined),Psychic
Hoopa (Confined),Psyshock
Hoopa (Confined),Shadow Ball
Hoopa (Confined),Signal Beam
Hoopa (Confined),Thunder
Hoopa (Confined),Thunder Punch
Hoopa (Confined),Thunderbolt
Hoopa (Confined),Zen Headbutt
Hoopa (Unbound),Astonish
Hoopa (Unbound),Brick Break
Hoopa (Unbound),Confusion
Hoopa (Unbound),Dark Pulse
Hoopa (Unbound),Dazzling Gleam
Hoopa (Unbound),Energy Ball
Hoopa (Unbound),Fire Punch
Hoopa (Unbound),Focus Blast
Hoopa (Unbound),Foul Play
Hoopa (Unbound),Future Sight
Hoopa (Unbound),Giga Impact
Hoopa (Unbound),Gunk Shot
Hoopa (Unbound),Hyper Beam
Hoopa (Unbound),Ice Punch
Hoopa (Unbound),Knock Off
Hoopa (Unbound),Phantom Force
Hoopa (Unbound),Psybeam
Hoopa (Unbound),Psychic
Hoopa (Unbound),Psyshock
Hoopa (Unbound),Shadow Ball
Hoopa (Unbound),Signal Beam
Hoopa (Unbound),Thunder
Hoopa (Unbound),Thunder Punch
Hoopa (Unbound),Thunderbolt
Hoopa (Unbound),Zen Headbutt
Volcanion,Ancient Power
Volcanion,Earth Power
Volcanion,Fire Blast
Volcanion,Flamethrower
Volcanion,Flare Blitz
Volcanion,Focus Blast
Volcanion,Giga Impact
Volcanion,Heat Wave
Volcanion,Hydro Pump
Volcanion,Hyper Beam
Volcanion,Solar Beam
Volcanion,Surf
Volcanion,Tackle
Volcanion,Water Gun
Volcanion,Waterfall
